,feature,importance
0,E_LIMENG,0.23033476818113832
1,EP_CROWD,0.1479913729960571
2,E_NOHSDP,0.14591853335600194
3,M_LIMENG,0.13035295536205768
4,E_AGE17,0.07115527555154509
5,EP_LIMENG,0.06808838440182687
6,E_TOTPOP,0.06432250483355641
7,E_CROWD,0.05637558089002597
8,E_MINRTY,0.0561577442661558
9,E_UNINSUR,0.012609202038074146
10,M_CROWD,0.011806756415050142
11,M_UNINSUR,0.004886921708510534
